E00007135,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007139,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007151,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007152,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007153,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007154,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007157,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007159,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007166,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007512,E05000207,Southbury,E09000010,Enfield,Outer London
E00007513,E05000207,Southbury,E09000010,Enfield,Outer London
E00007515,E05000207,Southbury,E09000010,Enfield,Outer London
E00007516,E05000207,Southbury,E09000010,Enfield,Outer London
E00007517,E05000207,Southbury,E09000010,Enfield,Outer London
E00007671,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007672,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007678,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007679,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007680,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007681,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007682,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007683,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007684,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007685,E05000211,Turkey Street,E09000010,Enfield,Outer London
E00007124,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007125,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007126,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007128,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007130,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007131,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007132,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007133,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007137,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007138,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007140,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007143,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007155,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007156,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007158,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007160,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007161,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007162,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007163,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007164,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007165,E05000198,Enfield Highway,E09000010,Enfield,Outer London
E00007293,E05000202,Highlands,E09000010,Enfield,Outer London
E00007298,E05000202,Highlands,E09000010,Enfield,Outer London
E00007328,E05000202,Highlands,E09000010,Enfield,Outer London
E00007331,E05000202,Highlands,E09000010,Enfield,Outer London
E00007333,E05000202,Highlands,E09000010,Enfield,Outer London
E00007628,E05000210,Town,E09000010,Enfield,Outer London
E00007631,E05000210,Town,E09000010,Enfield,Outer London
E00007634,E05000210,Town,E09000010,Enfield,Outer London
E00007635,E05000210,Town,E09000010,Enfield,Outer London
E00007636,E05000210,Town,E09000010,Enfield,Outer London
E00007637,E05000210,Town,E09000010,Enfield,Outer London
E00007639,E05000210,Town,E09000010,Enfield,Outer London
E00007641,E05000210,Town,E09000010,Enfield,Outer London
E00007642,E05000210,Town,E09000010,Enfield,Outer London
E00007643,E05000210,Town,E09000010,Enfield,Outer London
E00007644,E05000210,Town,E09000010,Enfield,Outer London
E00007646,E05000210,Town,E09000010,Enfield,Outer London
E00007648,E05000210,Town,E09000010,Enfield,Outer London
E00007649,E05000210,Town,E09000010,Enfield,Outer London
E00007652,E05000210,Town,E09000010,Enfield,Outer London
E00007653,E05000210,Town,E09000010,Enfield,Outer London
E00007654,E05000210,Town,E09000010,Enfield,Outer London
E00007656,E05000210,Town,E09000010,Enfield,Outer London
E00007659,E05000210,Town,E09000010,Enfield,Outer London
E00007661,E05000210,Town,E09000010,Enfield,Outer London
E00007665,E05000210,Town,E09000010,Enfield,Outer London
E00007622,E05000210,Town,E09000010,Enfield,Outer London
E00007626,E05000210,Town,E09000010,Enfield,Outer London
E00007627,E05000210,Town,E09000010,Enfield,Outer London
E00007629,E05000210,Town,E09000010,Enfield,Outer London
E00007630,E05000210,Town,E09000010,Enfield,Outer London
E00007632,E05000210,Town,E09000010,Enfield,Outer London
E00007633,E05000210,Town,E09000010,Enfield,Outer London
E00007638,E05000210,Town,E09000010,Enfield,Outer London
E00007640,E05000210,Town,E09000010,Enfield,Outer London
E00007645,E05000210,Town,E09000010,Enfield,Outer London
